,loan_id,infringed,contract_type,gender,has_own_car,has_own_realty,num_children,annual_income,credit_amount,credit_annuity,goods_valuation,income_type,education,family_status,housing_type,age,days_employed,car_age,occupation_type,num_family_members,region_rating,organization_type,score_ext_1,score_ext_2,score_ext_3,num_req_bureau_hour,num_req_bureau_day,num_req_bureau_week,num_req_bureau_month,num_req_bureau_qrt,num_req_bureau_year,past_avg_amount_annuity,past_avg_amt_application,past_avg_amt_credit,past_loans_approved,past_loans_refused,past_loans_canceled,past_loans_unused,past_loans_total
10,10,0,Cash loans,F,Y,Y,0,168116.0,245887.0,24720.9,455332.0,Working,Secondary / secondary special,Single / not married,House / apartment,26,-2378,3.0,Core staff,2.0,2,Medicine,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,28459.0,57996.0,277823.0,2.0,0.0,2.0,0.0,1.0
11,11,0,Cash loans,M,Y,N,1,138761.0,1174213.0,65044.2,418550.0,State servant,Lower secondary,Married,House / apartment,29,-1279,18.0,Sales staff,2.0,2,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.0,0.0,89352.0,2.0,2.0,0.0,1.0,2.0
12,12,0,Cash loans,F,Y,Y,0,190191.0,448581.0,73526.7,932910.0,Working,Academic degree,Married,Rented apartment,22,-391,13.0,Core staff,4.0,2,School,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12011.0,161123.0,85497.0,2.0,0.0,0.0,0.0,3.0
13,13,0,Cash loans,F,Y,N,0,231735.0,424581.0,47435.4,1805546.0,Working,Higher education,Single / not married,Office apartment,41,-509,16.0,Sales staff,4.0,2,Business Entity Type 2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11687.0,112191.0,195803.0,6.0,1.0,0.0,0.0,3.0
14,14,0,Cash loans,M,Y,N,2,74036.0,481520.0,35398.4,469547.0,Working,Secondary / secondary special,Married,House / apartment,38,-476,2.0,Core staff,3.0,2,Trade: type 7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,24050.0,520657.0,531966.0,5.0,1.0,0.0,0.0,3.0
15,15,0,Cash loans,F,Y,N,1,162639.0,230866.0,33452.9,225501.0,Working,Secondary / secondary special,Married,House / apartment,31,-4026,19.0,Core staff,2.0,2,Insurance,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13853.0,95863.0,90127.0,6.0,2.0,0.0,0.0,1.0
16,16,0,Cash loans,F,Y,N,1,445544.0,848503.0,4469.9,559787.0,Working,Higher education,Civil marriage,House / apartment,24,-2072,9.0,Drivers,3.0,3,Business Entity Type 3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31220.0,211382.0,648991.0,2.0,2.0,0.0,0.0,1.0
17,17,0,Cash loans,M,Y,Y,0,432449.0,385169.0,32146.8,1123249.0,Working,Higher education,Married,House / apartment,25,-1368,3.0,Sales staff,2.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7578.0,135931.0,573160.0,1.0,1.0,0.0,0.0,1.0
18,18,0,Cash loans,M,Y,N,0,218245.0,792812.0,29730.6,1000181.0,State servant,Secondary / secondary special,Married,Co-op apartment,32,-4975,6.0,Realty agents,4.0,2,Kindergarten,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24596.0,17445.0,106373.0,4.0,0.0,1.0,0.0,4.0
19,19,0,Cash loans,M,Y,Y,0,152935.0,520471.0,60411.1,473341.0,Working,Secondary / secondary special,Married,House / apartment,35,-3700,4.0,Core staff,4.0,3,Business Entity Type 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29427.0,99557.0,129651.0,2.0,0.0,0.0,0.0,2.0
20,20,0,Cash loans,F,Y,N,1,208640.0,1132874.0,67910.6,45000.0,Working,Secondary / secondary special,Married,House / apartment,38,-2161,0.0,Core staff,5.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52127.0,328056.0,109360.0,3.0,0.0,1.0,0.0,2.0
21,21,0,Cash loans,M,Y,N,1,394049.0,95465.0,31596.4,115757.0,Working,Secondary / secondary special,Married,House / apartment,29,-1159,15.0,Private service staff,3.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13187.0,360301.0,204096.0,2.0,0.0,1.0,0.0,2.0
22,22,0,Cash loans,M,Y,Y,0,138581.0,391109.0,44080.4,879135.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35,-2084,17.0,Core staff,3.0,2,Business Entity Type 3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,13619.0,255389.0,4436.0,3.0,0.0,0.0,0.0,2.0
23,23,0,Cash loans,F,Y,Y,0,175799.0,542593.0,30233.9,557094.0,State servant,Higher education,Married,House / apartment,33,-2319,10.0,Drivers,3.0,2,Bank,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32505.0,157854.0,49782.0,4.0,1.0,0.0,0.0,12.0
24,24,0,Cash loans,F,Y,N,1,141707.0,343660.0,31477.7,378228.0,Working,Secondary / secondary special,Married,House / apartment,32,-82,3.0,Laborers,1.0,2,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,46205.0,162988.0,262713.0,1.0,0.0,0.0,0.0,3.0
25,25,0,Cash loans,M,Y,Y,2,301797.0,449765.0,21246.3,381080.0,Working,Higher education,Married,With parents,25,-3394,0.0,Drivers,3.0,2,Industry: type 5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,15080.0,239720.0,206964.0,2.0,3.0,0.0,0.0,3.0
26,26,0,Cash loans,M,Y,N,2,210189.0,1347743.0,49032.0,482557.0,State servant,Higher education,Married,House / apartment,25,-131,17.0,Laborers,3.0,2,Government,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2786.0,164824.0,170057.0,2.0,0.0,0.0,0.0,11.0
27,27,0,Cash loans,M,Y,N,0,129569.0,541186.0,27985.0,237682.0,Working,Higher education,Separated,House / apartment,32,-27,2.0,Low-skill Laborers,4.0,2,Business Entity Type 3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,46593.0,59894.0,74026.0,3.0,4.0,0.0,0.0,1.0
28,28,0,Cash loans,F,Y,Y,1,353083.0,222546.0,37543.4,911470.0,Working,Lower secondary,Married,House / apartment,33,-551,14.0,Laborers,2.0,2,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34604.0,81030.0,124589.0,4.0,0.0,0.0,0.0,4.0
29,29,1,Cash loans,M,Y,Y,1,242895.0,88426.0,26210.2,495681.0,Working,Higher education,Married,House / apartment,38,-7140,19.0,Accountants,2.0,2,Business Entity Type 2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10352.0,77214.0,102770.0,1.0,0.0,0.0,0.0,3.0
30,30,1,Cash loans,F,Y,Y,0,364272.0,312185.0,17398.0,364205.0,Working,Higher education,Married,With parents,27,-2811,3.0,Laborers,3.0,2,Construction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7943.0,49660.0,474521.0,1.0,0.0,0.0,0.0,8.0
31,31,0,Revolving loans,F,Y,N,0,147359.0,345249.0,45739.5,834427.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23,-1212,14.0,Laborers,3.0,2,Construction,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11696.0,118875.0,45995.0,4.0,1.0,3.0,1.0,1.0
32,32,1,Cash loans,M,Y,N,0,286433.0,400768.0,29680.4,1382360.0,State servant,Secondary / secondary special,Married,House / apartment,46,-82,9.0,Accountants,2.0,2,Police,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7618.0,43462.0,172493.0,6.0,0.0,0.0,0.0,2.0
33,33,0,Revolving loans,F,Y,Y,0,117666.0,187721.0,32803.0,538134.0,Commercial associate,Higher education,Single / not married,House / apartment,26,-455,16.0,Sales staff,2.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15343.0,113142.0,501259.0,4.0,1.0,1.0,1.0,15.0
34,34,0,Revolving loans,M,Y,N,0,294526.0,791176.0,14137.4,1051560.0,Working,Secondary / secondary special,Married,With parents,35,-1483,7.0,Sales staff,2.0,2,Industry: type 2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,24903.0,187121.0,100815.0,1.0,0.0,2.0,0.0,9.0
35,35,0,Cash loans,M,Y,Y,0,142765.0,389486.0,21753.6,175272.0,Working,Lower secondary,Single / not married,With parents,22,-1475,4.0,Core staff,2.0,3,Medicine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12080.0,31840.0,63996.0,2.0,9.0,0.0,0.0,2.0
36,36,0,Cash loans,F,Y,Y,0,216124.0,904988.0,38514.5,536713.0,State servant,Higher education,Married,House / apartment,36,-1590,0.0,Laborers,2.0,2,Trade: type 7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,20478.0,36515.0,72716.0,4.0,1.0,1.0,0.0,6.0
37,37,1,Cash loans,M,Y,Y,2,272704.0,329045.0,34508.6,841942.0,Working,Higher education,Separated,House / apartment,21,-3991,12.0,Managers,3.0,2,Bank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17760.0,76364.0,589365.0,2.0,4.0,4.0,1.0,2.0
38,38,1,Cash loans,F,Y,Y,1,237432.0,302919.0,22725.1,416455.0,Working,Secondary / secondary special,Married,House / apartment,22,-753,20.0,Secretaries,1.0,2,Services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13996.0,30388.0,310951.0,1.0,2.0,0.0,0.0,5.0
39,39,0,Cash loans,F,Y,Y,0,222249.0,859707.0,28014.4,461434.0,Working,Incomplete higher,Married,House / apartment,21,-16,6.0,Laborers,2.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20267.0,8250.0,92150.0,2.0,0.0,0.0,1.0,5.0
40,40,0,Revolving loans,M,Y,N,1,298999.0,113698.0,44626.1,545117.0,Commercial associate,Incomplete higher,Married,House / apartment,25,-70,12.0,Core staff,3.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23877.0,43811.0,24347.0,1.0,1.0,3.0,0.0,13.0
41,41,0,Cash loans,F,Y,Y,2,128330.0,1055585.0,40323.8,288947.0,Commercial associate,Higher education,Married,House / apartment,46,-136,14.0,Managers,2.0,2,School,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5420.0,191098.0,405169.0,2.0,0.0,0.0,0.0,6.0
42,42,1,Cash loans,F,Y,N,0,129600.0,294461.0,71225.6,1472184.0,State servant,Secondary / secondary special,Single / not married,House / apartment,41,-2570,3.0,Managers,3.0,2,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54394.0,545303.0,108760.0,6.0,0.0,0.0,0.0,2.0
43,43,0,Cash loans,F,Y,N,1,321176.0,157634.0,30145.2,627479.0,Working,Incomplete higher,Single / not married,House / apartment,35,-5284,66.0,Drivers,1.0,2,Business Entity Type 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35931.0,110121.0,91690.0,2.0,1.0,0.0,1.0,5.0
44,44,0,Cash loans,F,Y,N,0,174091.0,452089.0,34719.5,765353.0,Working,Lower secondary,Single / not married,House / apartment,22,-3130,0.0,Drivers,3.0,3,Trade: type 6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5099.0,77659.0,37686.0,4.0,0.0,1.0,0.0,6.0
45,45,0,Cash loans,F,Y,Y,1,205595.0,88228.0,30844.4,742504.0,Commercial associate,Academic degree,Separated,House / apartment,39,-3992,66.0,HR staff,4.0,3,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,45942.0,39016.0,90850.0,3.0,1.0,0.0,0.0,2.0
46,46,0,Cash loans,M,Y,Y,0,163859.0,1206138.0,30187.5,676653.0,Working,Incomplete higher,Married,Municipal apartment,25,-2037,1.0,Core staff,3.0,2,Business Entity Type 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22897.0,174391.0,50271.0,2.0,3.0,0.0,1.0,11.0
47,47,0,Cash loans,F,Y,N,0,168576.0,499231.0,34817.5,764951.0,Working,Higher education,Married,House / apartment,34,-1511,8.0,Managers,4.0,2,Other,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16823.0,62050.0,13195.0,1.0,1.0,0.0,0.0,1.0
48,48,1,Cash loans,F,Y,Y,0,123012.0,567329.0,34822.6,766252.0,Commercial associate,Secondary / secondary special,Married,House / apartment,24,-2208,11.0,Laborers,2.0,1,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14850.0,173558.0,792803.0,2.0,1.0,0.0,0.0,4.0
49,49,0,Revolving loans,F,Y,N,0,161617.0,464146.0,24751.9,623278.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,34,-651,3.0,Core staff,4.0,2,Trade: type 7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,25944.0,120652.0,440965.0,2.0,1.0,4.0,0.0,11.0
50,50,0,Cash loans,F,Y,N,0,135176.0,48159.0,34472.6,1492831.0,Commercial associate,Higher education,Married,House / apartment,47,-1573,4.0,Cooking staff,3.0,2,Transport: type 2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,37906.0,187901.0,170580.0,2.0,0.0,0.0,1.0,4.0
51,51,0,Cash loans,M,Y,Y,1,216456.0,1049300.0,45300.0,418596.0,Working,Incomplete higher,Separated,House / apartment,28,-1653,7.0,Drivers,2.0,2,Police,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1240.0,35232.0,62915.0,1.0,0.0,1.0,0.0,4.0
52,52,0,Cash loans,F,Y,N,0,231470.0,301740.0,37922.6,856705.0,Working,Secondary / secondary special,Civil marriage,House / apartment,33,-619,18.0,Medicine staff,2.0,2,Business Entity Type 1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,8769.0,119445.0,38355.0,1.0,1.0,1.0,0.0,4.0
53,53,0,Cash loans,M,Y,N,0,234938.0,1362534.0,83859.2,516325.0,Working,Secondary / secondary special,Married,House / apartment,33,-2754,18.0,Laborers,3.0,2,Other,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6276.0,142044.0,61134.0,1.0,1.0,0.0,1.0,3.0
54,54,0,Cash loans,F,Y,N,1,190178.0,266150.0,24688.2,758886.0,Commercial associate,Secondary / secondary special,Married,House / apartment,43,-593,3.0,Drivers,3.0,3,Kindergarten,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24037.0,219826.0,192660.0,1.0,5.0,1.0,0.0,2.0
55,55,0,Cash loans,M,Y,N,1,198833.0,334063.0,64927.0,894544.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,-3936,4.0,Managers,4.0,2,Transport: type 2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12670.0,74483.0,134009.0,2.0,0.0,1.0,1.0,2.0
56,56,0,Cash loans,F,Y,Y,1,174643.0,88742.0,9154.0,356382.0,Working,Secondary / secondary special,Married,House / apartment,24,-2982,5.0,Waiters/barmen staff,2.0,2,Medicine,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,31466.0,400946.0,428195.0,7.0,0.0,3.0,0.0,4.0
57,57,0,Cash loans,F,Y,N,2,180400.0,136185.0,26522.4,1928401.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,-5089,4.0,Sales staff,3.0,2,Government,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22334.0,85065.0,103150.0,3.0,1.0,0.0,0.0,3.0
58,58,0,Cash loans,F,Y,Y,1,248453.0,283015.0,86676.7,1049224.0,Commercial associate,Higher education,Widow,With parents,33,-641,14.0,Medicine staff,2.0,2,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,25765.0,189743.0,113273.0,3.0,4.0,7.0,0.0,3.0
59,59,0,Revolving loans,M,Y,N,1,232439.0,1092124.0,20097.9,464909.0,Working,Secondary / secondary special,Single / not married,House / apartment,38,-1243,6.0,Sales staff,2.0,2,Business Entity Type 3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4584.0,235188.0,177299.0,3.0,0.0,3.0,0.0,8.0
60,60,0,Cash loans,M,Y,Y,2,263763.0,552743.0,32540.0,296249.0,Working,Lower secondary,Separated,With parents,35,-3002,20.0,Drivers,2.0,3,Business Entity Type 2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38850.0,105602.0,70471.0,4.0,1.0,1.0,0.0,5.0
61,61,0,Cash loans,M,Y,Y,1,271107.0,450584.0,63026.4,276033.0,Working,Secondary / secondary special,Married,House / apartment,33,-1831,11.0,Laborers,1.0,2,Kindergarten,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24030.0,114487.0,340107.0,2.0,2.0,2.0,0.0,2.0
62,62,0,Cash loans,F,Y,Y,0,333047.0,1816949.0,15113.0,171370.0,Working,Secondary / secondary special,Widow,House / apartment,43,-1819,67.0,Core staff,2.0,1,Business Entity Type 3,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14635.0,207592.0,200369.0,2.0,2.0,0.0,1.0,2.0
63,63,0,Cash loans,M,Y,Y,0,182151.0,398542.0,66863.9,435917.0,Working,Secondary / secondary special,Married,House / apartment,44,-1283,3.0,Medicine staff,2.0,2,Self-employed,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2657.0,170118.0,170613.0,2.0,3.0,0.0,0.0,1.0
64,64,0,Cash loans,F,Y,Y,1,191875.0,719525.0,24205.7,179388.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,35,-8293,12.0,Core staff,2.0,2,Transport: type 4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5993.0,410873.0,15787.0,1.0,0.0,0.0,0.0,3.0
65,65,0,Cash loans,F,Y,Y,0,95936.0,984419.0,27867.6,90422.0,Working,Incomplete higher,Married,House / apartment,36,-1572,0.0,Core staff,3.0,2,Business Entity Type 3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16818.0,144248.0,231398.0,2.0,0.0,1.0,0.0,1.0
66,66,0,Cash loans,F,Y,N,1,547478.0,1049846.0,34672.2,401088.0,Working,Secondary / secondary special,Single / not married,House / apartment,45,-1710,4.0,Laborers,2.0,2,Self-employed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6599.0,232765.0,577136.0,2.0,0.0,0.0,0.0,12.0
67,67,0,Cash loans,F,Y,Y,1,233328.0,1206039.0,46752.6,760752.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,-7635,4.0,Managers,1.0,2,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11609.0,147990.0,219926.0,4.0,0.0,1.0,0.0,2.0
68,68,0,Cash loans,F,Y,N,1,244871.0,680393.0,64531.4,658433.0,State servant,Academic degree,Married,House / apartment,37,-5320,0.0,High skill tech staff,2.0,3,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11765.0,1023995.0,91917.0,3.0,0.0,0.0,0.0,1.0
69,69,0,Revolving loans,M,Y,Y,1,118779.0,355371.0,9550.0,792317.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51,-76,12.0,Drivers,2.0,2,Trade: type 7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7448.0,132736.0,138384.0,3.0,0.0,0.0,0.0,7.0
70,70,0,Cash loans,M,Y,N,2,232840.0,379235.0,36290.0,944275.0,Working,Higher education,Married,House / apartment,23,-749,5.0,Laborers,4.0,1,Transport: type 4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5913.0,117707.0,497825.0,3.0,1.0,0.0,0.0,13.0
71,71,0,Revolving loans,M,Y,N,1,260179.0,332462.0,84603.5,296118.0,Working,Higher education,Married,House / apartment,21,-1776,17.0,Laborers,2.0,2,Business Entity Type 3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10758.0,533150.0,14046.0,4.0,1.0,2.0,0.0,5.0
72,72,1,Cash loans,F,Y,Y,1,244771.0,682691.0,55535.0,772936.0,State servant,Secondary / secondary special,Separated,House / apartment,26,-4115,2.0,Core staff,2.0,2,Telecom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15974.0,205559.0,477434.0,2.0,0.0,0.0,0.0,1.0
73,73,0,Cash loans,F,Y,Y,1,153089.0,45000.0,41621.9,538177.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,43,-1659,68.0,Core staff,2.0,3,School,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36079.0,78323.0,269978.0,4.0,0.0,0.0,0.0,1.0
74,74,0,Cash loans,F,Y,Y,1,219574.0,986442.0,14951.7,1399594.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44,-1731,21.0,Managers,3.0,2,Trade: type 3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,14647.0,139881.0,98393.0,4.0,0.0,0.0,0.0,2.0
75,75,0,Cash loans,F,Y,Y,1,214828.0,494586.0,39628.0,833301.0,Working,Incomplete higher,Single / not married,Office apartment,39,-1609,4.0,Laborers,2.0,2,Self-employed,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,30857.0,17735.0,65224.0,2.0,0.0,0.0,0.0,3.0
76,76,0,Cash loans,F,Y,N,1,223750.0,242223.0,12547.9,104124.0,Working,Secondary / secondary special,Married,House / apartment,34,-1257,17.0,Laborers,1.0,2,Business Entity Type 1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9785.0,173235.0,476454.0,1.0,0.0,1.0,0.0,7.0
77,77,0,Cash loans,F,Y,N,2,256985.0,539631.0,51443.0,682950.0,Working,Secondary / secondary special,Married,House / apartment,40,-6238,7.0,Low-skill Laborers,4.0,2,Hotel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13627.0,419536.0,90274.0,3.0,0.0,7.0,0.0,7.0
78,78,0,Cash loans,M,Y,N,1,208141.0,478016.0,40389.6,473752.0,Working,Higher education,Married,House / apartment,32,-5236,21.0,Laborers,3.0,2,Kindergarten,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4915.0,16049.0,219684.0,4.0,1.0,1.0,0.0,2.0
79,79,0,Cash loans,F,Y,N,3,273223.0,657757.0,20394.7,853626.0,Working,Incomplete higher,Married,House / apartment,58,-1697,18.0,Drivers,5.0,2,Self-employed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7579.0,54969.0,428080.0,4.0,2.0,3.0,1.0,8.0
80,80,0,Revolving loans,M,Y,Y,0,62841.0,451703.0,24885.7,475584.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29,-2149,0.0,Laborers,4.0,2,Self-employed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23699.0,36066.0,166830.0,2.0,0.0,3.0,0.0,2.0
81,81,0,Cash loans,F,Y,N,3,133801.0,688713.0,53308.9,1203218.0,Working,Incomplete higher,Single / not married,House / apartment,32,-221,10.0,Laborers,2.0,2,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6457.0,229446.0,205255.0,2.0,3.0,0.0,0.0,2.0
